Timestamp,Label,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Duration,Flow IAT Mean,Dst Port,SYN Flag Cnt,ACK Flag Cnt,RST Flag Cnt,FIN Flag Cnt,PSH Flag Cnt
14/02/2018 01:57:00,Benign,1,1,42,58,531,531.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,8,6,591,3225,5106691,392822.384615385,443,0,0,0,0,1
14/02/2018 01:57:00,Benign,1,1,41,169,283,283.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,2,2,60,264,30961,10320.3333333333,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,2,0,0,0,0,0.0,51160,0,1,0,0,0
14/02/2018 01:57:00,Benign,3,0,77,0,228,114.0,443,1,1,0,0,0
14/02/2018 01:57:00,Benign,1,1,41,169,18308,18308.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,2,2,80,202,29790,9930.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,1,1,40,56,324,324.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,2,2,62,244,267246,89082.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,1,1,29,115,38512,38512.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,6,0,0,0,93171108,18634221.6,0,0,0,0,0,0
14/02/2018 01:57:00,Benign,27,59,356,60129,116259256,1367755.95294118,443,0,0,0,0,1
14/02/2018 01:57:00,Benign,2,0,0,0,158,158.0,443,0,1,0,0,0
14/02/2018 01:57:00,Benign,7,8,863,3930,12705880,907562.857142857,80,0,0,0,0,1
14/02/2018 01:57:00,Benign,2,0,0,0,167,167.0,443,0,1,0,0,0
14/02/2018 01:57:00,Benign,8,9,864,3544,37472463,2342028.9375,80,0,0,0,0,1
14/02/2018 01:57:00,Benign,2,2,82,238,25012,8337.3333333333,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,2,2,60,238,54288,18096.0,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,2,0,0,0,155,155.0,443,0,1,0,0,0
14/02/2018 01:57:00,Benign,2,2,78,200,30208,10069.3333333333,53,0,0,0,0,0
14/02/2018 01:57:00,Benign,9,7,346,4917,5627148,375143.2,443,0,0,0,0,1
14/02/2018 01:57:00,Benign,8,6,347,3959,5169745,397672.692307692,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,8,6,347,3958,5815104,447315.692307692,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,2,1,38,0,1716,858.0,51932,1,1,0,0,0
14/02/2018 01:57:01,Benign,23,20,1032,7340,116229392,2767366.47619048,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,8,6,347,3958,5815497,447345.923076923,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,27,60,610,65081,115353279,1341317.19767442,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,1,1,41,103,1077,1077.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,9,7,557,3773,65608,4373.8666666667,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,22,58,729,63094,116049217,1468977.43037975,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,9,7,557,3773,57726,3848.4,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,2,2,80,202,90006,30002.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,1,38,0,11270,5635.0,51931,1,1,0,0,0
14/02/2018 01:57:01,Benign,13,12,639,3903,116270388,4844599.5,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,3,4,431,859,46741,7790.1666666667,80,0,0,0,0,1
14/02/2018 01:57:01,Benign,21,19,750,5552,115550337,2962829.15384615,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,2,0,0,0,36,36.0,63977,0,1,0,0,0
14/02/2018 01:57:01,Benign,20,22,1368,9430,119115793,2905263.24390244,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,2,0,0,0,165,165.0,443,0,1,0,0,0
14/02/2018 01:57:01,Benign,6,4,599,152,5565567,618396.333333333,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,13,13,592,4890,116505407,4660216.28,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,8,6,347,3958,5815195,447322.692307692,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,30,66,357,70889,115710446,1218004.69473684,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,14,16,932,7992,62813323,2165976.65517241,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,16,16,955,6363,61469944,1982901.41935484,443,0,0,0,0,1
14/02/2018 01:57:01,Benign,2,0,0,0,345,345.0,80,0,1,0,0,0
14/02/2018 01:57:01,Benign,26,0,0,0,112307495,4492299.8,0,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,0,0,0,309084,309084.0,51166,0,1,0,0,0
14/02/2018 01:57:01,Benign,1,1,39,71,303,303.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,45,109,277,277.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,84,282,135384,45128.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,51,67,654,654.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,75,107,434,434.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,78,278,166740,55580.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,30,75,2416,2416.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,138,302,37015,12338.3333333333,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,94,214,128898,42966.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,66,178,19494,6498.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,80,302,166168,55389.3333333333,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,66,130,40010,13336.6666666667,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,37,205,86975,86975.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,51,79,1300,1300.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,44,72,621,621.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,45,105,1105,1105.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,43,147,1706,1706.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,42,102,1545,1545.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,72,104,21595,7198.3333333333,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,36,64,42182,42182.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,39,95,40035,40035.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,42,132,2055,2055.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,42,97,38389,38389.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,150,262,60011,20003.6666666667,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,3,0,77,0,548,274.0,443,1,1,0,0,0
14/02/2018 01:57:01,Benign,3,0,77,0,323,161.5,443,1,1,0,0,0
14/02/2018 01:57:01,Benign,1,1,51,136,13294,13294.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,30,117,84714,84714.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,8,7,1138,1581,1433481,102391.5,3389,0,0,1,0,1
14/02/2018 01:57:01,Benign,1,1,46,127,14618,14618.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,92,124,20632,6877.3333333333,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,40,101,12770,12770.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,40,56,384,384.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,0,0,0,40,40.0,51166,0,1,0,0,0
14/02/2018 01:57:01,Benign,2,2,66,130,168023,56007.6666666667,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,69,133,293,293.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,2,2,80,112,72894,24298.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,0,0,25,25.0,51164,0,1,0,0,0
14/02/2018 01:57:01,Benign,1,1,44,108,288,288.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,3,1,0,0,206784,68928.0,445,0,0,0,0,1
14/02/2018 01:57:01,Benign,1,1,41,57,303,303.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,1,1,51,67,1057,1057.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,8,7,1138,1581,1732599,123757.071428571,3389,0,0,0,0,1
14/02/2018 01:57:01,Benign,2,2,84,284,93534,31178.0,53,0,0,0,0,0
14/02/2018 01:57:01,Benign,8,7,1138,1581,1267909,90564.9285714286,3389,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,42,99,13491,13491.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,43,101,24743,24743.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,47,147,22968,22968.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,36,132,17656,17656.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,84,166,1121,1121.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,47,63,377,377.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,2,68,184,98389,32796.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,47,128,1416,1416.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,38,94,13117,13117.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,8,7,1138,1581,1681600,120114.285714286,3389,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,32,48,1105,1105.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,40,168,24824,24824.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,2,80,210,24532,8177.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,38,70,337,337.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,0,0,0,54592294,54592294.0,80,0,1,0,0,0
14/02/2018 01:57:02,Benign,6,5,455,338,1251925,125192.5,445,0,0,0,0,1
14/02/2018 01:57:02,Benign,3,0,0,0,112640728,56320364.0,0,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,0,0,0,85,85.0,80,0,1,0,0,0
14/02/2018 01:57:02,Benign,3,4,161,488,735,122.5,80,0,0,0,0,1
14/02/2018 01:57:02,Benign,2,0,0,0,87,87.0,80,0,1,0,0,0
14/02/2018 01:57:02,Benign,3,4,148,243,906,151.0,80,0,0,0,0,1
14/02/2018 01:57:02,Benign,3,0,77,0,226,113.0,443,1,1,0,0,0
14/02/2018 01:57:02,Benign,2,0,0,0,31,31.0,52171,0,1,0,0,0
14/02/2018 01:57:02,Benign,9,7,1138,1581,3866642,257776.133333333,3389,0,0,1,0,1
14/02/2018 01:57:02,Benign,3,0,0,0,112640966,56320483.0,0,0,0,0,0,0
14/02/2018 01:57:02,Benign,7,9,830,4989,10130476,675365.066666667,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,6,5,455,338,1147673,114767.3,445,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,35,83,2175,2175.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,0,0,0,309432,309432.0,51168,0,1,0,0,0
14/02/2018 01:57:02,Benign,3,0,77,0,237,118.5,443,1,1,0,0,0
14/02/2018 01:57:02,Benign,1,1,56,104,321,321.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,31,158,1565,1565.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,2,80,198,37026,12342.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,45,163,46590,46590.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,11,12,820,3402,30218235,1373556.13636364,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,44,172,1218,1218.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,47,132,11795,11795.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,33,267,2108,2108.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,47,175,751,751.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,54,70,1092,1092.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,14,14,680,4322,61167290,2265455.18518518,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,34,93,17963,17963.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,0,0,0,53,53.0,51168,0,1,0,0,0
14/02/2018 01:57:02,Benign,1,1,47,175,328,328.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,34,66,328,328.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,36,52,306,306.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,32,76,1131,1131.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,0,0,32,32.0,51591,0,1,0,0,0
14/02/2018 01:57:02,Benign,1,1,45,106,13184,13184.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,2,68,484,31597,10532.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,19,18,1307,2118,116085966,3224610.16666667,80,0,0,0,0,1
14/02/2018 01:57:02,Benign,14,11,942,4868,116978071,4874086.29166667,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,2,2,70,102,107911,35970.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,21,50,825,59982,117135978,1673371.11428571,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,2,2,64,96,30937,10312.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,35,131,292,292.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,40,168,335,335.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,9,9,1213,1874,2750582,161798.941176471,3389,0,0,0,0,1
14/02/2018 01:57:02,Benign,25,19,2627,4728,118789544,2762547.53488372,80,0,0,0,0,1
14/02/2018 01:57:02,Benign,2,2,90,122,29983,9994.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,67,91,10078,18516,67135125,427612.261146497,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,31,42,3529,6564,67041753,931135.458333333,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,14,20,799,10809,65417606,1982351.6969697,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,25,28,1757,23083,65009989,1250192.09615385,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,84,212,859,859.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,2,2,70,238,66232,22077.3333333333,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,35,51,741,741.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,56,141,12887,12887.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,24,20,1490,5741,117213076,2725885.48837209,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,15,21,882,9781,118087047,3373915.62857143,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,15,19,853,13018,116977555,3544774.39393939,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,35,51,10939,10939.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,25,27,2398,11345,119492622,2342992.58823529,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,1,1,36,114,10890,10890.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,36,132,282,282.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,1,1,34,66,18380,18380.0,53,0,0,0,0,0
14/02/2018 01:57:02,Benign,18,15,901,1942,115529263,3610289.46875,80,0,0,0,0,1
14/02/2018 01:57:02,Benign,21,19,771,5653,115674963,2966024.69230769,443,0,0,0,0,1
14/02/2018 01:57:02,Benign,16,14,459,913,115473467,3981843.68965517,80,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,53,181,336,336.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,7,14,1072,7815,216096,10804.8,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,2,80,240,55611,18537.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,3,1,0,0,5301919,1767306.33333333,80,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,40,120,317,317.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,82,218,42115,14038.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,66,226,132447,44149.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,31,112,700,700.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,53,181,17521,17521.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,34,93,1134,1134.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,32,48,1116,1116.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,3,0,53,0,651,325.5,443,0,1,0,0,0
14/02/2018 01:57:03,Benign,1,1,47,151,1027,1027.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,64,176,86822,28940.6666666667,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,68,196,266,266.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,18,22,1079,4261,62653706,1606505.28205128,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,1,38,0,457,228.5,51965,1,1,0,0,0
14/02/2018 01:57:03,Benign,9,6,520,3062,464077,33148.3571428571,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,2,78,110,111392,37130.6666666667,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,33,81,12997,12997.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,56,985,985.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,43,102,1597,1597.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,1,38,0,15587,7793.5,51978,1,1,0,0,0
14/02/2018 01:57:03,Benign,1,1,46,62,292,292.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,0,0,0,53593324,53593324.0,80,0,1,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,56,429,429.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,10,10,1195,5131,10362708,545405.684210526,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,38,54,391,391.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,11,11,1416,3777,15879402,756162.0,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,11,13,592,7684,116276659,5055506.91304348,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,2,60,92,53906,17968.6666666667,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,92,124,45886,15295.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,41,73,1280,1280.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,37,95,1336,1336.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,13,11,602,3192,118627129,5157701.26086957,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,46,107,17960,17960.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,14,13,971,6208,116811750,4492759.61538462,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,0,0,0,14806,14806.0,80,0,1,0,0,0
14/02/2018 01:57:03,Benign,2,2,86,198,27229,9076.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,78,194,161271,53757.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,4,4,97,232,5595543,799363.285714286,80,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,33,90,2749,2749.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,36,52,333,333.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,80,202,24707,8235.6666666667,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,9,7,514,3725,69645,4643.0,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,21,49,319,23125,119999866,1739128.49275362,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,32,48,290,290.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,53,134,985,985.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,15,16,1074,3077,90444194,3014806.46666667,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,0,0,0,1,1.0,51976,0,1,0,0,0
14/02/2018 01:57:03,Benign,1,1,37,69,361,361.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,68,186,56705,18901.6666666667,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,62,190,21994,7331.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,36,101,1020,1020.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,36,73,2104,2104.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,74,192,26818,8939.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,32,64,41116,41116.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,37,69,18183,18183.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,37,53,994,994.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,30,107,13764,13764.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,80,240,64297,21432.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,34,50,262,262.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,41,57,257,257.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,102,966,966.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,47,63,1003,1003.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,56,311,311.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,41,119,961,961.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,37,53,276,276.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,64,242,42780,14260.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,33,81,480,480.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,34,66,297,297.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,46,62,259,259.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,68,132,63654,21218.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,56,226,84513,28171.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,52,108,18549,18549.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,39,55,453,453.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,33,114,1179,1179.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,92,254,64210,21403.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,43,59,420,420.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,32,91,1094,1094.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,25,75,320,72456,119998626,1212107.33333333,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,2,2,76,76,81956,27318.6666666667,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,34,64,1842,1842.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,13,16,324,5211,60524580,2161592.14285714,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,15,15,743,5708,60810332,2096908.0,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,15,14,720,5457,60461681,2159345.75,443,0,0,0,0,1
14/02/2018 01:57:03,Benign,1,1,30,100,1272,1272.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,68,150,920,920.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,76,108,81919,27306.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,41,89,432,432.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,100,1098,1098.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,68,100,108454,36151.3333333333,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,52,84,440,440.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,32,64,374,374.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,54,135,12770,12770.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,54,70,322,322.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,50,66,370,370.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,56,276,276.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,40,99,1075,1075.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,46,130,12952,12952.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,45,61,306,306.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,50,78,1108,1108.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,1,1,31,95,361,361.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,2,2,68,250,66798,22266.0,53,0,0,0,0,0
14/02/2018 01:57:03,Benign,16,15,443,2502,115141680,3838056.0,80,0,0,0,0,1
